X,Y,Z,T,ID
80.3619489,78.4240367,25.24206816,19,53
70.80224298,50.27951825,20.07892204,20,54
43.26679275,45.26513702,20.91195552,20,55
80.36036307,78.06375016,24.68554216,20,56
100.8978777,83.32023951,25.29316338,20,57
42.38357032,43.18382034,19.78736122,21,58
72.44241827,51.50466791,19.19039452,21,59
78.77112943,77.71546937,24.18666666,21,60
102.8305243,82.18562331,25.02056278,21,61
74.0766182,51.23643159,18.25445706,22,62
41.93769388,41.24300486,19.4074367,22,63
76.91418846,77.43511685,24.31628392,22,64
104.6829744,82.78834455,24.99698492,22,65
75.83453522,48.49248067,18.99236642,23,66
39.97264017,38.92270923,19.94117648,23,67
75.50505497,76.52643267,24.4680851,23,68
106.0960031,84.35500317,25.4739777,23,69
78.85929923,45.90398184,18.79140722,24,70
37.07038504,38.14465554,20.60729484,24,71
73.46715315,77.12844037,24.0045331,24,72
108.8545753,85.33511805,25.95269168,24,73
35.87596514,36.16271823,21.01196954,25,74
80.67137005,42.63348355,21.31023622,25,75
72.67019739,77.68387475,24.45342706,25,76
111.1718019,86.61303254,26.77308294,25,77
34.97684876,36.5877029,22.46276862,26,78
80.78975774,42.03654152,22.37270472,26,79
71.02968209,77.34249815,23.84596376,26,80
112.563645,86.97835826,27.44019472,26,81
80.42654237,45.58209658,22.23275862,27,82
37.69828056,37.86273279,24.63049714,27,83
68.51371985,78.26112144,23.06526632,27,84
113.4424345,87.32759766,26.59781912,27,85
79.13930126,48.78834185,21.85953672,28,86
66.76278434,79.08589865,23.19011668,28,87
39.88030459,40.13078229,26.58650362,28,88
113.468507,88.62227955,26.28144388,28,89
79.00198965,48.99549944,24.84205896,29,90
40.89595036,40.26377034,25.99911032,29,91
64.78823553,79.27804212,24.23500612,29,92
113.9809414,88.9169554,26.13399232,29,93
42.4966815,39.57335311,21.91662556,30,94
63.02821395,80.19510522,22.81120944,30,95
82.70595014,48.0929617,24.53474988,30,96
114.4876695,87.59354606,26.79166666,30,97
83.91007912,46.45489606,23.46301838,31,98
42.25418092,38.55154163,24.49045454,31,99
63.71124545,82.18050063,23.50651466,31,100
115.6261446,84.03909077,27.41403866,31,101
42.61994858,35.70022547,24.31543086,32,102
84.00986753,47.63592489,25.9060559,32,103
61.92573299,82.54235239,24.62744164,32,104
115.5153308,83.15312835,26.41143128,32,105
42.90555272,34.91376283,23.54650664,33,106
62.15786852,83.4640899,24.29010394,33,107
83.38557387,48.69159984,25.79266136,33,108
114.5456872,80.32027885,26.0477707,33,109
62.31399867,83.64218785,25.20273154,34,110
114.2804156,79.71265434,25.65963988,34,111
44.50123153,34.69518576,23.61995386,34,112
83.65315812,51.1303966,25.72304582,34,113
113.5177578,79.2700194,24.99956522,35,114
59.14952444,82.01972108,26.43544304,35,115
81.8788723,51.44585027,24.27630376,35,116
45.30139948,36.06813508,24.29311886,35,117
113.211379,79.30290941,23.9982669,36,118
58.03401503,81.77503546,25.8119441,36,119
45.33497835,36.90421946,22.03693182,36,120
80.06302419,51.84165104,25.859745,36,121
111.3625981,78.7913802,24.25829188,37,122
61.59242194,83.39539676,25.16489796,37,123
81.66765173,51.37969003,24.2471083,37,124
45.19502408,37.68791145,25.2133758,37,125
45.16925392,38.36981278,20.10677618,38,126
63.09302741,84.14049327,24.98447452,38,127
81.81255266,53.59358735,20.97029702,38,128
110.0513297,77.74510106,25.82723338,38,129
44.62128832,38.30487354,28.8498452,38,130
79.83317005,55.02118985,30.91858678,38,131
66.44986049,82.41868137,16.67485667,39,132
48.46273207,35.17570236,20.44444444,39,133
83.31257642,51.80079532,23.17322834,39,134
107.8663295,79.31457505,28.35750488,39,135
40.77480124,41.91868445,28.6916933,39,136
75.08734343,56.73801951,33.17595308,39,137
68.07944521,77.84940104,14.36599764,40,138
50.46199057,33.32472547,23.52623906,40,139
84.73998211,52.71380538,25.37576688,40,140
107.6358451,81.50155799,28.49540582,40,141
39.51046906,41.90866566,28.65451896,40,142
73.32947196,59.6155971,34.30674002,40,143
69.35493463,75.95446258,14.39268489,41,144
50.02977084,31.44663616,24.7410072,41,145
87.72672532,52.18525731,25.12117178,41,146
107.3060068,82.23771568,28.85816944,41,147
36.7791491,40.78719894,27.57015306,41,148
74.79081494,59.49455119,35.24105012,41,149
69.31156503,73.82540135,14.42922724,42,150
36.37922743,41.16990272,26.49748744,42,151
50.72995038,32.04982806,25.57799442,42,152
104.7066749,85.78332595,27.78195764,42,153
88.66799185,52.99595963,26.28335626,42,154
73.56885882,60.49037903,35.35981838,42,155
69.54525695,72.00235761,16.13896458,43,156
36.40929847,42.29089341,24.94303798,43,157
52.34575437,33.27611978,24.12665684,43,158
103.1861523,87.12325797,26.99645642,43,159
89.81971717,52.35250425,27.59854014,43,160
72.54346989,60.78726571,36.42842742,43,161
72.29178879,74.1534365,15.01853659,44,162
53.32232649,33.18495612,23.61302682,44,163
101.8665386,88.43835482,25.75927198,44,164
35.42551474,42.75299725,24.29839704,44,165
90.98233834,52.51075187,27.89,44,166
71.16638389,60.16712646,37.6978022,44,167
70.50142185,71.82099692,13.87777778,45,168
74.1359273,75.679161,14.22976501,45,169
100.3022096,88.82456321,24.75067114,45,170
34.76127786,43.17868454,23.23852184,45,171
55.15568623,31.57182347,23.51767388,45,172
92.41100596,52.30476271,26.54028926,45,173
69.87041949,61.20759003,37.37862468,45,174
64.8051464,72.01443713,13.90253411,46,175
73.80793765,79.93150954,15.27305606,46,176
32.41169323,42.56505014,22.82822086,46,177
56.42587018,30.85966688,23.28035538,46,178
93.30609397,50.29771667,24.02677652,46,179
101.2053625,88.46553497,26.24326954,46,180
68.29492394,61.34126715,37.8226677,46,181
65.14163195,73.32021942,14.34259259,47,182
76.2094998,82.66031636,17.51423488,47,183
92.42449822,49.18132277,20.62290228,47,184
57.51083153,28.59488472,21.9635514,47,185
30.25718083,43.62282563,25.38860972,47,186
103.4879112,87.25947284,27.9287387,47,187
68.28273177,59.71694869,38.18109668,47,188
64.00407376,74.41378425,14.60940325,48,189
92.19140671,49.07953195,17.06307978,48,190
77.50471962,83.93031361,18.7757167,48,191
58.33838195,26.14309975,20.40316206,48,192
105.3729662,85.23683828,27.47028256,48,193
28.20354748,44.12860891,27.0590909,48,194
68.72278771,59.42322759,38.16394558,48,195
63.49179068,75.65060311,15.54891304,49,196
91.28314194,48.29674343,15.79196429,49,197
58.55126496,25.18278101,20.49964614,49,198
78.87997093,84.79155095,21.10296684,49,199
106.4849492,83.48591456,27.26493748,49,200
28.42918092,44.77660666,28.55024256,49,201
67.91973726,59.11860824,38.44716494,49,202
90.2593561,48.05230353,15.04480135,50,203
62.23943083,76.44158033,16.06319703,50,204
60.86742428,25.0958047,21.2970684,50,205
80.11686087,85.40953843,22.1769616,50,206
104.9662718,81.19921296,26.58088236,50,207
27.62741958,44.78701312,30.0726817,50,208
66.12557723,58.90025972,38.42839658,50,209
90.57358398,48.12476964,14.16729465,51,210
59.21360639,76.07090907,15.52816901,51,211
62.34509806,25.82322563,21.54299176,51,212
79.35174671,87.14793839,22.18931298,51,213
104.4346958,81.14692018,26.2991453,51,214
26.42441742,41.49154833,28.62671232,51,215
64.82606447,60.35280167,38.0826727,51,216
90.63014005,48.60857045,14.29665738,52,217
55.66835297,75.39660576,14.85932722,52,218
63.46559563,26.23867676,23.3608137,52,219
80.94988855,87.71946629,23.17366946,52,220
105.4669399,82.63867613,25.94646272,52,221
26.43524957,40.87870452,29.14915624,52,222
62.44016661,59.99400716,38.16224814,52,223
89.66879665,49.57344338,14.0345953,53,224
52.41815011,74.82777608,14.30864198,53,225
65.25418405,27.36867491,24.81505812,53,226
81.55654125,88.26256229,23.5752551,53,227
104.4397024,86.75223702,27.12698412,53,228
104.7404756,79.24970605,27.50632912,53,229
27.06612523,39.53095884,28.86349848,53,230
62.13677214,61.15793078,38.06969846,53,231
89.51726199,50.36183202,13.38744451,54,232
51.09884917,70.9180009,12.58390177,54,233
83.8704615,87.42571312,23.85478158,54,234
65.18147507,27.88420911,26.54625122,54,235
103.2296365,89.10438483,27.264526,54,236
26.04862286,41.51640297,28.33317262,54,237
104.2791075,76.70845896,28.78468208,54,238
60.97172023,65.11799395,37.49306552,54,239
88.23935846,49.76742473,12.315,55,240
52.14315992,69.45287358,12.55866667,55,241
63.93212086,26.59018195,25.83801196,55,242
87.05626339,87.24216415,24.52705882,55,243
105.1504232,89.59974176,25.21216848,55,244
24.84540617,42.09253488,27.9739011,55,245
103.7448126,74.92124804,28.08346214,55,246
60.01357705,68.83706798,37.875969,55,247
51.79337052,69.15166942,12.33745782,56,248
88.43283938,50.77899748,12.84417808,56,249
105.642288,90.49455495,24.62776958,56,250
63.18000367,27.08265263,26.57142858,56,251
25.27798357,41.66229455,26.6181898,56,252
89.40713211,87.29349935,25.40582726,56,253
102.8781602,74.09581638,28.5744382,56,254
59.88557205,70.80065439,37.59464132,56,255
51.41226055,67.00557646,11.74578059,57,256
90.35183436,52.49563639,13.13785676,57,257
26.96763294,41.72644701,26.08910034,57,258
64.97179467,27.49419572,26.64393612,57,259
90.34114656,88.54793229,25.28916828,57,260
106.8136449,91.28417455,25.1047486,57,261
101.9672638,74.3031705,30.74767596,57,262
58.81042608,72.77262534,36.97082118,57,263
51.87790594,65.96642943,12.45643564,58,264
90.44145905,53.0151047,13.27856421,58,265
28.09382907,40.8855047,26.12897892,58,266
65.20563067,28.35466062,26.67903838,58,267
106.6462307,91.94091809,24.70385674,58,268
90.52805259,89.71305725,25.88050314,58,269
102.0677948,74.18713472,32.74725274,58,270
57.63560664,72.74668614,37.29397492,58,271
53.24379046,65.4258964,12.7630854,59,272
91.62804775,53.88009104,14.09585742,59,273
104.2688189,93.1926516,22.76912182,59,274
28.68600495,40.24588744,26.4109589,59,275
65.94928803,29.27912655,27.23058154,59,276
89.79649444,89.63408522,25.67948718,59,277
101.8573667,74.62616402,33.62104072,59,278
56.92375029,73.58995722,36.89477848,59,279
52.97860155,62.92843569,13.12276215,60,280
92.85624269,53.6015628,15.00770975,60,281
103.3282273,94.03930765,20.63333334,60,282
27.57083902,41.36372667,25.9317919,60,283
88.94825997,89.54304703,24.22240528,60,284
65.97870833,29.69337626,28.70062696,60,285
100.6610158,75.23955173,34.42,60,286
54.81560619,73.93672703,35.8671461,60,287
53.44188117,62.23523675,12.91716482,61,288
93.16123999,55.03355531,15.1652134,61,289
102.7627755,95.22036208,18.91927084,61,290
29.00681265,39.10047754,24.47791798,61,291
87.2679034,88.84923119,24.39807264,61,292
67.24194273,31.1364205,30.3597182,61,293
53.88545653,73.13106249,35.94810078,61,294
99.99874797,76.19658978,35.27750248,61,295
53.76383825,61.65047934,12.90800681,62,296
93.37070333,54.75007561,15.87275376,62,297
102.2784545,95.79867273,18.60935524,62,298
28.82986296,39.55261724,23.19024018,62,299
87.21414797,88.45056931,24.78078292,62,300
67.98154318,32.53618267,31.1209646,62,301
52.27175142,73.34505092,34.74152224,62,302
99.62866834,76.31076352,36.70825688,62,303
55.99396708,63.03401591,12.85185185,63,304
93.83605101,56.3271509,15.36514523,63,305
102.464336,97.66805542,18.79580574,63,306
30.01609986,37.32259545,22.01716068,63,307
86.98958616,88.01190959,24.38047138,63,308
68.99942318,32.89676832,29.7328907,63,309
51.0514374,72.1613586,34.83012048,63,310
99.29060362,75.92968249,37.088314,63,311
56.51305524,63.81601703,12.42313433,64,312
93.3973764,56.43262739,17.77237354,64,313
104.4702569,98.86173132,19.22242818,64,314
30.762455,37.56469705,21.62196078,64,315
86.31006546,88.63952486,23.92611796,64,316
69.37253452,33.75038265,29.71249076,64,317
50.31801762,69.82817151,34.81675802,64,318
99.0606381,75.81500344,37.24916666,64,319
58.03318411,64.52271548,12.71380471,65,320
91.98110389,57.14865547,19.702,65,321
105.2518266,98.6145716,20.10309278,65,322
30.11305536,38.80732583,21.17287488,65,323
86.16899003,89.75826845,23.91138462,65,324
67.746025,35.0515261,28.49417476,65,325
49.50094404,69.12678859,33.41739894,65,326
98.6674705,75.80003807,37.2423756,65,327
59.64333209,64.88400101,12.20888055,66,328
91.60051582,58.32768612,19.49490374,66,329
105.1319812,97.66548857,19.07534246,66,330
86.62531964,89.46914669,23.21237358,66,331
31.99255896,37.96385718,20.93636364,66,332
68.34857714,38.71640378,28.07017544,66,333
51.2717077,69.0082973,31.94227006,66,334
98.42443461,76.32158024,38.2938564,66,335
59.35339147,64.48451411,12.28250591,67,336
91.22276926,64.9224556,18.23854962,67,337
106.3453999,97.45040164,19.84285714,67,338
90.98906134,55.08383695,20.15769944,67,339
33.65023634,36.37009325,19.59381444,67,340
87.49584993,89.94678128,24.44132232,67,341
67.72780108,38.48791211,22.97976878,67,342
52.34162025,71.90965918,28.77627118,67,343
33.24969235,34.6095392,26.7410072,67,344
50.04260257,64.26840853,33.82228916,67,345
68.55035446,39.28518987,29.96954314,67,346
98.7910059,74.65092973,38.8133428,67,347
58.9382689,64.03395752,12.63626062,68,348
91.94003366,65.7720734,17.16731518,68,349
31.44003481,40.88295862,17.39042357,68,350
90.86815549,52.52322874,18.28460038,68,351
108.3827628,97.37249149,21.05279266,68,352
64.53396348,36.21832115,21.62748644,68,353
88.62892205,91.84651944,25.08484222,68,354
32.19068463,33.60545884,27.05792682,68,355
52.71548148,72.60155617,28.2897351,68,356
70.10013294,36.94300423,31.9250493,68,357
51.55393542,62.22263011,35.40816326,68,358
101.0623902,71.87316094,39.04708222,68,359
58.90734473,65.74657982,12.52037618,69,360
89.00618882,52.67974136,15.04192872,69,361
91.95795437,67.81024827,16.52772467,69,362
30.41800914,45.89287448,18.11333334,69,363
62.75800936,37.72855302,20.16906474,69,364
109.2882977,97.36706037,23.99500356,69,365
88.63433031,93.02643594,26.64253842,69,366
30.33571337,35.01426892,27.60208644,69,367
54.92513231,72.81175158,31.26969696,69,368
70.57447514,38.39638454,31.60076046,69,369
50.07074424,59.94351652,37.39271256,69,370
102.0135649,67.06243769,38.23392182,69,371
59.5147014,67.64944431,12.9551863,70,372
88.50876013,52.70682865,14.64717742,70,373
92.11299368,69.07095108,16.89065606,70,374
30.37633834,46.76296062,18.235,70,375
62.77432835,37.75554714,19.65036232,70,376
109.2518605,97.26100401,24.23140496,70,377
87.72587993,93.28793562,27.52146648,70,378
30.20942003,34.04520779,27.24481328,70,379
72.24208517,38.81266373,31.94835008,70,380
53.79108648,72.89889287,33.75928474,70,381
48.98656985,58.08536406,38.45105328,70,382
102.6879113,65.65085056,38.11414694,70,383
61.84341415,68.01327811,14.28079534,71,384
90.16725765,52.45310729,15.49375,71,385
32.13396193,48.60712302,17.87366548,71,386
93.54409469,70.10939761,17.12295082,71,387
63.57076251,36.23967081,18.90538034,71,388
109.568197,97.10406307,24.46766508,71,389
87.70884548,93.13157322,26.7686883,71,390
30.48679973,33.1465225,25.74864864,71,391
73.71529014,39.4558009,31.93360434,71,392
53.23775857,72.68456058,34.94163424,71,393
102.3067613,66.17449471,37.9149941,71,394
46.60624023,57.48065819,38.71531966,71,395
62.87992912,67.56496663,14.97535732,72,396
90.99728774,50.84487516,15.72851563,72,397
94.14486026,69.29701881,16.67269076,72,398
33.35114512,48.85357752,17.84201077,72,399
63.20704266,34.997557,18.17519686,72,400
109.2775595,96.82524334,24.31779382,72,401
87.68817797,92.70676386,25.88961038,72,402
29.25354917,32.37443481,25.01310616,72,403
72.93824237,39.11716622,31.95006242,72,404
54.3999912,72.46427957,34.71568628,72,405
102.7193738,66.63478157,38.15184136,72,406
46.88143065,57.2220354,38.69018744,72,407
62.78355347,67.39337034,15.86329935,73,408
90.96040389,48.94923954,15.96847636,73,409
35.16149332,48.76575452,17.27322404,73,410
93.89370185,68.9145264,17.63620072,73,411
62.93707959,33.24797016,18.14539008,73,412
87.92790502,91.41926035,25.84416782,73,413
109.9574042,96.28079244,24.5064433,73,414
29.24937232,32.72624235,25.2359155,73,415
72.93113099,38.27200054,31.99882492,73,416
55.08424928,72.63587351,34.83106576,73,417
103.8735303,66.88031325,38.0857614,73,418
46.2596691,57.53064237,39.4490835,73,419
63.97084874,66.46351157,16.00975081,74,420
89.99637052,47.1514209,16.68879056,74,421
36.68952745,50.1780423,17.20192308,74,422
62.16293155,32.77635509,17.85362096,74,423
93.93183222,69.18642468,17.75352113,74,424
88.26670882,91.1344187,24.32665148,74,425
110.1716533,95.66989775,24.5527831,74,426
28.6109538,33.17433465,25.30091534,74,427
72.61714309,38.38399471,32.32275712,74,428
56.35640434,74.58054566,35.3040331,74,429
104.7466111,65.89937894,38.02380952,74,430
45.41177052,57.87873245,39.85070422,74,431
63.57976049,67.11905169,16.62305296,75,432
61.74918571,31.71020077,16.33102493,75,433
89.43074683,45.219834,16.55163399,75,434
38.3458054,52.65677997,17.20827389,75,435
93.57616321,70.13565792,17.61032864,75,436
88.69683978,90.8186836,24.67369838,75,437
111.2090273,95.46922644,24.6194307,75,438
26.51174651,33.89829633,25.02189782,75,439
71.29607043,37.40257124,32.31416838,75,440
58.57406402,76.05131215,35.89830508,75,441
104.1480214,64.6815432,37.56324212,75,442
44.62864098,56.78927799,39.82816652,75,443
61.75120916,31.65141555,15.61151961,76,444
62.71317358,67.5825081,17.74897541,76,445
90.66654613,43.73316922,16.53674833,76,446
39.7263354,55.32183468,17.06701708,76,447
94.20194669,71.67959777,17.18032787,76,448
112.0568576,95.11540702,24.14490162,76,449
88.88338891,90.43743918,25.41950536,76,450
25.82886004,34.25238472,23.90160642,76,451
70.45916161,36.98201292,32.96860134,76,452
60.03601157,76.91037748,36.4618086,76,453
104.8171342,65.24974953,37.46439628,76,454
43.29453288,55.92067914,40.12448132,76,455
61.24184269,32.24371121,14.5521327,77,456
61.02441334,66.553914,17.77616927,77,457
91.06942255,41.61750079,16.62267658,77,458
39.46284176,58.05526213,17.08454106,77,459
96.18809181,71.19241996,16.77278912,77,460
88.93558495,90.40832946,24.2828521,77,461
112.5958555,94.09874683,24.4273908,77,462
26.18258983,33.66933101,23.32,77,463
69.68760684,37.0214131,34.2403764,77,464
104.3500212,66.41762365,37.19722498,77,465
60.33092934,77.79311937,36.76112026,77,466
42.01454935,54.49813816,39.95294118,77,467
61.39444406,31.48740387,13.15214994,78,468
91.81637925,41.19331199,16.12934028,78,469
38.09440437,59.87421665,16.72617744,78,470
98.05455914,71.10891514,16.13769124,78,471
61.11109662,65.42748486,18.1465798,78,472
65.62858801,65.96292342,18.59593024,78,473
88.97263094,89.16712023,23.64884792,78,474
112.6547804,93.48040617,24.79807692,78,475
25.86528922,33.30820295,22.64431486,78,476
70.80607694,37.48974984,33.49238578,78,477
103.0915793,65.91951937,36.670093,78,478
59.94338312,77.97418778,36.93960784,78,479
40.55580785,52.13062615,39.20344054,78,480
60.7560126,33.04263067,12.96382979,79,481
90.70355016,40.42528546,16.21247113,79,482
99.19087356,72.06023731,15.62236025,79,483
57.90543099,65.78645074,17.25149701,79,484
35.4035027,60.847986,18.04553572,79,485
68.87890979,65.85341647,18.35852714,79,486
87.18408353,91.49360108,24.5009091,79,487
112.2709049,93.34202795,25.5264095,79,488
26.86482466,32.35966523,22.52376426,79,489
70.40712529,38.60995221,33.87971698,79,490
101.7411839,66.89705639,36.42372882,79,491
60.63682586,78.32765288,36.58670742,79,492
40.6696867,50.32337097,39.08150248,79,493
59.84576625,32.82941973,12.69433594,80,494
100.5914295,73.12665693,15.26116071,80,495
90.84342592,40.48748618,16.29735683,80,496
55.90235749,65.06794741,17.27579365,80,497
69.50635257,65.21329597,17.72842105,80,498
32.46521181,60.05434314,20.1128,80,499
86.50668625,91.04304102,23.13397642,80,500
28.32021719,29.47683249,22.81942216,80,501
111.4272977,94.09662676,26.07880598,80,502
71.09463974,41.04795752,34.0406933,80,503
59.97583443,78.92796303,35.4405191,80,504
99.0709169,66.35089273,36.87186762,80,505
42.9791297,48.16938353,39.12157414,80,506
58.28108405,34.49301474,12.45840868,81,507
101.4874123,73.9935354,15.27471384,81,508
90.74733792,40.56771258,16.98356164,81,509
54.77487572,65.28175248,17.1770428,81,510
70.40511602,64.89299624,17.70138889,81,511
29.65971373,59.00866447,22.9470339,81,512
29.98585272,28.63921271,22.80239944,81,513
84.80549851,88.85594856,24.63493622,81,514
111.6655113,94.02913873,26.09959468,81,515
71.03045101,41.50081001,33.76891048,81,516
61.68393951,77.81543344,35.4742268,81,517
99.70796895,67.12596667,36.60148286,81,518
43.84094694,45.37274415,38.8607595,81,519
57.25608805,34.43695131,12.91561181,82,520
101.5560288,74.74398744,15.12547893,82,521
91.92587538,41.36627039,17.32097948,82,522
54.0596975,66.02118414,17.72967864,82,523
70.87873312,65.83766127,17.96897375,82,524
31.40575893,28.36017928,23.45019404,82,525
29.71807142,58.9374115,24.19342106,82,526
80.60703445,88.33164138,24.31389366,82,527
111.860134,93.66489777,26.81711606,82,528
91.13150299,91.97386827,27.12751678,82,529
72.5455876,41.9385072,33.94832402,82,530
99.33980459,66.71024138,36.35651368,82,531
61.73363747,77.66779923,36.30733642,82,532
43.99564527,45.19652414,38.71120962,82,533
56.23521388,34.59699827,13.07980846,83,534
100.3897004,75.14491442,15.09981851,83,535
90.06757275,40.94638456,17.00396563,83,536
52.73851742,64.62069584,17.54488518,83,537
70.80059676,65.96934923,17.85897436,83,538
31.92829989,28.65930081,24.10357816,83,539
79.27878438,88.96818585,23.67839196,83,540
30.21800205,60.19107117,25.1812977,83,541
113.3985359,92.31649514,27.26245654,83,542
92.00503459,92.24610081,26.93322476,83,543
72.94608623,42.81321573,34.37176938,83,544
98.28968236,65.96436233,35.68663594,83,545
63.36432709,76.34387293,37.278133,83,546
44.79305887,45.98814959,38.77191906,83,547
54.89937219,32.86158438,13.13106061,84,548
100.8930948,73.86935801,14.97304128,84,549
88.791575,41.036532,16.93253468,84,550
50.80655432,65.51030007,17.54198473,84,551
70.62854962,66.35519077,18.00688074,84,552
31.89335371,29.01589761,23.79094292,84,553
79.62983234,90.42205929,24.57621952,84,554
30.08875187,61.28964296,26.04945054,84,555
94.52231843,93.25700799,26.63111112,84,556
114.9043972,90.65506134,27.42206654,84,557
73.54164156,43.39174624,34.75472888,84,558
97.60115884,65.85257865,34.91354466,84,559
64.23815869,76.99636193,37.30721776,84,560
45.23737968,46.14808771,38.65626874,84,561
53.77781814,33.74535596,13.38243832,85,562
101.1776143,73.77010099,14.5664,85,563
88.98069134,40.44640317,17.50151976,85,564
49.78765997,66.57164563,18.75450082,85,565
71.63665968,67.02545047,19.09247312,85,566
32.83241483,28.42424032,24.6297619,85,567
30.40303735,60.97409716,25.50564468,85,568
79.99471724,90.25653315,25.3104,85,569
95.94547196,93.07323641,26.6570122,85,570
114.884791,90.06776456,27.59301626,85,571
73.45562453,43.36001861,34.7952468,85,572
97.60757266,65.2623689,34.9889677,85,573
64.64842248,77.05946715,37.0202454,85,574
46.2652041,46.77473184,38.65996554,85,575
54.45863279,34.5484491,14.05037957,86,576
101.0864737,74.00675234,14.12585812,86,577
88.92223931,41.16811699,17.09443099,86,578
48.42384615,66.90848416,19.27077364,86,579
72.02796186,67.81352948,18.85037878,86,580
33.10645216,28.75456168,24.44304522,86,581
30.12696406,61.49243859,26.14518002,86,582
79.71776636,90.04131926,25.43364198,86,583
114.5661184,88.74479748,27.2086247,86,584
97.0183745,92.88492437,28.0248538,86,585
97.61615585,64.3503739,34.17801998,86,586
73.7661086,43.04962079,35.4333529,86,587
64.48196566,77.38018686,37.1929299,86,588
45.93349253,46.91419905,38.90581718,86,589
54.76593897,34.51146829,13.77712032,87,590
100.9220328,74.10769939,14.08467153,87,591
88.95417995,41.27315893,17.32543353,87,592
73.28446379,67.60022759,18.58843538,87,593
47.52016618,66.74243,20.60438144,87,594
29.49326454,60.53830779,24.96474538,87,595
32.13671004,29.31522369,24.5747321,87,596
79.47325023,90.27278092,25.0076923,87,597
114.2353679,88.37114959,27.3870006,87,598
97.3680288,93.18160036,28.05874126,87,599
96.56273839,64.99698911,32.44831014,87,600
74.77648681,42.77910275,35.04742626,87,601
63.30881964,78.3155901,37.05402232,87,602
46.59282977,47.01143798,38.97394136,87,603
55.09111168,35.21668218,14.10406091,88,604
100.9817403,75.66235243,14.03218884,88,605
90.04680833,42.06015718,16.54638009,88,606
74.7357203,68.33913328,18.29624278,88,607
45.47412586,66.17477336,20.44392524,88,608
32.72560374,29.57215396,23.59930916,88,609
28.67404534,59.55621762,26.05018888,88,610
78.08357072,90.88539991,24.5477528,88,611
113.5022333,87.361434,28.3757259,88,612
97.33473018,93.77853729,28.84980744,88,613
75.03858765,42.15371566,34.29197496,88,614
91.52989255,64.10009368,32.60763888,88,615
98.85340126,65.02026456,32.2680851,88,616
63.37086667,79.14551845,37.03192702,88,617
46.34203911,45.09789678,39.18447634,88,618
56.1577851,35.8079982,13.62438119,89,619
101.852879,76.5671347,13.51108033,89,620
89.77188625,42.21625734,16.45124594,89,621
75.23376526,68.95574183,17.69282815,89,622
44.70985882,65.85760461,19.73586956,89,623
32.66422052,28.11322052,23.88021978,89,624
28.32568517,59.65408144,25.04876742,89,625
77.1143117,91.33102396,23.95719844,89,626
113.5992682,87.18194869,29.41412982,89,627
97.98262797,93.61913866,29.68789808,89,628
100.4092889,66.3595358,30.78478664,89,629
75.557705,42.04473906,33.95629966,89,630
90.4516608,63.61914327,32.48090278,89,631
61.59359552,80.02326098,37.18238636,89,632
46.40211946,45.59661708,39.13662946,89,633
58.46224107,35.94539557,13.5225335,90,634
102.3707285,75.62172273,13.80529801,90,635
91.35405567,43.82635873,16.02382271,90,636
